text,isDeleted,favorites,retweets,day,time,contains_word,wall,fake_news,media,democrat,great,proud_boys,election_period
flip michigan back to trump detroit not surprisingly has tremendous problems ,f,146600,31373,11/18/2020,2:18,0,0,0,0,0,0,0,Post
carney joe bidenâ€˜s energy plan would eviscerate wisconsin sand miners  via  wisconsin would be badly hurt because biden would definitely end fracking no more sand mine usage,f,53727,14482,10/24/2020,4:46,0,0,0,0,0,0,0,Post
big tech and the fake news media have partnered to suppress freedom of the press is gone a thing of the past thatâ€™s why they refuse to report the real facts and figures of the 2020 election or even whereâ€™s hunter ,f,151716,44092,11/27/2020,15:45,1,0,1,1,0,0,0,Post
the rate of rejected mailin ballots is 30 xâ€™s lower in pennsylvania this year than it was in 2016â this is why they kept our poll watchers and observers out of the â€œsacredâ€ vote counting rooms,f,212493,53444,11/16/2020,21:23,0,0,0,0,0,0,0,Post
georgia wonâ€™t let us look at the all important signature match without that the recount is meaningless open up unconstitutional consent decree now ,f,301594,65522,11/16/2020,16:59,0,0,0,0,0,0,0,Post
wow governor kemp will hopefully see the light before it is too late must finally take charge two great senators who do so much for georgia and truly love the usa are in a must win battle with two incompetents who donâ€™t have a clue ,f,141230,30442,11/18/2020,3:20,1,0,0,0,0,1,0,Post
european countries are sadly getting clobbered by the china virus the fake news does not like reporting this,f,306845,48303,11/16/2020,16:11,1,0,1,0,0,0,0,Post
trump announces groundbreaking rules to lower prescription drug prices  via ,f,139101,26739,11/21/2020,12:18,0,0,0,0,0,0,0,Post
 ,f,62073,10744,10/25/2020,18:45,0,0,0,0,0,0,0,Post
this is true but much different than reported by the media we will show massive and unprecedented fraud ,f,142844,31992,11/21/2020,13:13,1,0,0,1,0,0,0,Post
biden can only enter the white house as president if he can prove that his ridiculous â€œ80000000 votesâ€ were not fraudulently or illegally obtained when you see what happened in detroit atlanta philadelphia  milwaukee massive voter fraud heâ€™s got a big unsolvable problem,f,386189,91739,11/27/2020,15:56,0,0,0,0,0,0,0,Post
massive voter fraud will be shown ,f,156440,34125,11/21/2020,13:15,0,0,0,0,0,0,0,Post
the fake pollsters at  produced a possibly illegal suppression poll just before the election showing me down 17 points in wisconsin when in fact on election day the race was even   we are now preparing to win the state many such â€œdeplorableâ€ instances,f,298631,62691,11/11/2020,13:35,0,0,0,0,0,0,0,Post
my son donald is doing very well thank you,f,475632,39026,11/21/2020,13:21,0,0,0,0,0,0,0,Post
thank you maine maga,f,82520,14143,10/25/2020,21:38,0,0,0,0,0,0,0,Post
biden did poorly in big cities politico except those of detroit more votes than people philadelphia atlanta and milwaukee which he had to win not surprisingly they are all located in the most important swing states and are long known for being politically corrupt,f,258923,57003,11/27/2020,19:35,0,0,0,0,0,0,0,Post
thank you rabbis ,f,67700,13923,10/25/2020,21:43,0,0,0,0,0,0,0,Post
richard hopkins pennsylvania postal worker recants ballottering claim  washington times   stays with the truth his original story,f,144001,33303,11/11/2020,13:48,0,0,0,0,0,0,0,Post
a guy named al schmidt a philadelphia commissioner and socalled republican rino is being used big time by the fake  news media to explain how honest things were with respect to the election in philadelphia he refuses to look at a mountain of corruption  dishonesty we win,f,334984,64425,11/11/2020,14:03,1,0,0,1,0,0,0,Post
congratulations to armenian prime minister nikol pashinyan and azerbaijani president ilham aliyev who just agreed to adhere to a cease fire effectiveâ at midnight many lives will be saved proud of my team   steve biegun   for getting the deal done,f,176984,37222,10/25/2020,21:44,0,0,0,0,0,0,0,Post
i agree ,f,104177,17602,11/21/2020,13:41,0,0,0,0,0,0,0,Post
the restaurant business is being absolutely decimated congress should step up and help time is of the essence,f,338059,53845,11/27/2020,23:55,0,0,0,0,0,0,0,Post
rudy giuliani will be on greg kelly reports 715 pm ,f,177496,24032,11/28/2020,0:13,0,0,0,0,0,0,0,Post
great people vote for trump ,f,72509,13245,10/25/2020,22:15,1,0,0,0,0,1,0,Post
big voter fraud information coming out concerning georgia stay tuned,f,459400,78776,11/21/2020,13:58,0,0,0,0,0,0,0,Post
biden dumped new hshire in the dem primaries left early i had my first big victory there  do it again ,f,70130,13481,10/25/2020,22:21,0,0,0,0,0,0,0,Post
check out  new show tonight at 700pm on  good luck darrell ,f,84853,19510,11/21/2020,17:18,0,0,0,0,0,0,0,Post
the 1126940 votes were created out of thin air i won pennsylvania by a lot perhaps more than anyone will ever know the pennsylvania votes were rigged all other swing states also the world is watching ,f,264054,73949,11/28/2020,5:09,0,0,0,0,0,0,0,Post
in honor of maine ,f,54735,11069,10/25/2020,22:22,0,0,0,0,0,0,0,Post
so much credit to all of the brave men and women in state houses who are defending our great constitution thank you,f,441616,66499,11/28/2020,15:49,1,0,0,0,0,1,0,Post
you are looking at ballots is this what our country has come to ,f,319666,96730,11/11/2020,20:59,0,0,0,0,0,0,0,Post
alan dershowitz trump was â€˜absolutely rightâ€˜ to pardon michael flynn  via ,f,144114,26936,11/28/2020,18:35,0,0,0,0,0,0,0,Post
suburban women are strong for president trump watch this  clip ,f,66133,13223,10/25/2020,23:19,0,0,0,0,0,0,0,Post
we will win ,f,454516,94253,11/11/2020,23:04,0,0,0,0,0,0,0,Post
texas pennsylvania ohio and others please watch his party and joe will stop fracking immediately millions of jobs lost as energy prices soar vote trump ,f,106343,29155,10/25/2020,23:24,1,0,0,1,0,0,0,Post
watch hundreds of activists gather for â€˜stop the stealâ€˜ rally in georgia  via  breitbartnews  big rallies all over the country the proof pouring in is undeniable many more votes than needed this was a landslide,f,150945,35275,11/21/2020,20:34,0,0,0,0,0,0,0,Post
 daytime is virtually unwatchable especially during the weekends watch   or almost anything else you wonâ€™t have to suffer through endless interviews with democrats and even worse,f,239517,47532,11/28/2020,19:48,1,0,0,0,1,0,0,Post
everyone is asking why the recent presidential polls were so inaccurate when it came to me because they are fake just like much of the lamestream media,f,493790,77432,11/11/2020,23:48,1,0,0,1,0,0,0,Post
i am pleased to announce that i have given my full support and endorsement to ronna mcdaniel to continue heading the republican national committee rnc with 72 million votes we received more votes than any sitting president in us history  and we will win,f,358735,64267,11/11/2020,23:50,0,0,0,0,0,0,0,Post
â€œpresident trump has done many great things biggest tax  regulation cuts in history space force rebuilding our military fixing the va the wall but perhaps the most important of all will be what he is doing now exposing the massive corruption in our electoral processâ€,f,257005,53180,11/21/2020,21:20,1,1,0,0,0,1,0,Post
the wisconsin recount is not about finding mistakes in the count it is about finding people who have voted illegally and that case will be brought after the recount is over on monday or tuesday we have found many illegal votes stay tuned,f,275956,60749,11/28/2020,20:00,0,0,0,0,0,0,0,Post
joe biden was a total disaster in handling the h1n1 swine flu would never have produced a vaccine in record time years ahead of schedule and would do a terrible job of vaccine delivery  but doesnâ€™t everybody already know that,f,241826,39443,11/21/2020,22:13,0,0,0,0,0,0,0,Post
specific allegations were made and we have massive proof in the pennsylvania case some people just donâ€™t want to see it they want nothing to do with saving our country sad,f,292532,61150,11/28/2020,20:10,0,0,0,0,0,0,0,Post
the number of ballots that our caign is challenging in the pennsylvania case is far larger than the 81000 vote margin itâ€™s not even close fraud and illegality are a big part of the case documents being completed we will appeal,f,350717,69239,11/28/2020,20:49,0,0,0,0,0,0,0,Post
nobody wants to report that pennsylvania and michigan didnâ€™t allow our poll watchers andor vote observers to watch or observe this is responsible for hundreds of thousands of votes that should not be allowed to count therefore i easily win both states report the news,f,410112,89349,11/12/2020,0:13,0,0,0,0,0,0,0,Post
the fake news is not talking about the fact that â€œcovidâ€ is running wild all over the world not just in the us i was at the virtual g20 meeting early this morning and the biggest subject was covid we will be healing fast especially with our vaccines,f,188784,32750,11/21/2020,22:35,1,0,1,0,0,0,0,Post
sleepy joe biden had a very bad showing last night despite the fact that  didnâ€™t ask him any questions on his being a â€œcorrupt politicianâ€ big tech  lamestream media are working hard to hide this corruption,f,115127,29763,10/16/2020,10:44,1,0,0,1,0,0,0,Post
ammar is a puppet for nancy pelosi and the radical left he spells higher taxes weak military and vet support and the obliteration of your 2nd amendment vote darrell issa ,f,28821,8664,10/16/2020,10:27,0,0,0,0,0,0,0,Post
darrell is great he has my complete and total endorsement he will never let you down warrior ,f,32985,9119,10/16/2020,10:21,1,0,0,0,0,1,0,Post
jason wrote a new book it is fantastic order it now make jason 1 he deserves it ,f,25972,5612,10/16/2020,10:16,0,0,0,0,0,0,0,Post
obamagate,f,302124,60635,5/25/2020,3:06,0,0,0,0,0,0,0,Post
139m is heading to new orleans in  funding for  happy to support bus service and major fleet improvements for the great people of louisiana and help them keep moving safely,f,31001,6575,8/12/2020,18:43,1,0,0,0,0,1,0,Post
fake news always â€œforgetsâ€ to mention that far fewer people are dying when they get covid this is do to both our advanced therapeutics and the gained knowledge of our great doctors nurses and front line workers,f,264764,46447,11/21/2020,22:48,1,0,1,0,0,1,0,Post
â€œa pennsylvania appeals court turns down the trump administrations request for poll watchers to monitor satellite election officesâ€   how terrible is this we are just seeking a fair vote count this can only lead to very bad things bad intentions much disgraceful,f,138021,34336,10/26/2020,4:39,0,0,0,0,0,0,0,Post
now 73000000 legal votes ,f,325469,70508,11/12/2020,2:21,0,0,0,0,0,0,0,Post
the media is just as corrupt as the election itself,f,608392,94396,11/21/2020,23:13,1,0,0,1,0,0,0,Post
will be doing an interview with  at 1000 am on  enjoy,f,190458,24618,11/29/2020,14:00,0,0,0,0,0,0,0,Post
just donâ€™t see any way nancy pelosi and cryinâ€™ chuck schumer will be willing to do what is right for our great american workers or our wonderful usa itself on stimulus their primary focus is bailing out poorly run and high crime democrat cities and states,f,151389,35096,10/21/2020,21:31,1,0,0,0,1,1,0,Post
 will be a terrific congressman for illinois a successful businessman he will create jobs lower taxes defend law  order and protect your second amendment from the radical left jim has my complete and total endorsement il14 ,f,31395,7485,10/21/2020,20:51,0,0,0,0,0,0,0,Post
eric esshaki  will be a tremendous advocate for michigan and the first chaldean in congress he will help us lower your taxes defend your second amendment and deliver great healthcare eric has my complete and total endorsement mi11 ,f,28156,6780,10/21/2020,20:51,1,0,0,0,0,1,0,Post
tonight at 900 pm enjoy ,f,44859,11788,9/15/2020,23:16,0,0,0,0,0,0,0,Post
ps tony should stop wearing the washington nationalsâ€™ mask for two reasons number one it is not up to the high standards that he should be exposing number two it keeps reminding me that tony threw out perhaps the worst first pitch in the history of baseball,f,89219,18472,10/19/2020,18:08,0,0,0,0,0,0,0,Post
drtony fauci says we donâ€™t allow him to do television and yet i saw him last night on  and he seems to get more airtime than anybody since the late great bob hope all i ask of tony is that he make better decisions he said â€œno masks  let china inâ€ also bad arm,f,129485,32557,10/19/2020,18:08,1,0,0,0,0,1,0,Post
great news new government of sudan which is making great progress agreed to pay 335 million to us terror victims and families once deposited i will lift sudan from the state sponsors of terrorism list at long last justice for the american people and big step for sudan,f,255410,65265,10/19/2020,18:01,1,0,0,0,0,1,0,Post
heading for arizona see you soon,f,183601,22261,10/19/2020,17:39,0,0,0,0,0,0,0,Post
there has never been more enthusiasm or spirit by everyone great fun and so good for our country already winning many states but not reported biden put the lid on again  raising money with promises they finally caught him cold and he knows it laptop is devastating,f,52682,13277,10/19/2020,17:27,1,0,0,0,0,1,0,Post
  there has never been a time in either of my two caigns when i felt we had a stronger chance of winning than we do right now early voting reports look far stronger than originally anticipated every rally is boffo   team are doing a fantastic job,f,52486,12842,10/19/2020,17:27,0,0,0,0,0,0,0,Post
the courage to do what has to be done to maintain the integrity of our elections  and the united states of america itself the world is watching,f,220447,39237,11/22/2020,1:18,0,0,0,0,0,0,0,Post
why is joe biden so quickly forming a cabinet when my investigators have found hundreds of thousands of fraudulent votes enough to â€œflipâ€ at least four states which in turn is more than enough to win the election hopefully the courts andor legislatures will have,f,311654,62455,11/22/2020,1:18,0,0,0,0,0,0,0,Post
last week joe biden made perhaps the most shocking admission ever uttered in the history of presidential debates on live television joe biden confirmed his plan to abolish the entire us oil industryâ€”that means no fracking no jobs and no energy for pennsylvania families,f,167745,39975,10/26/2020,19:59,0,0,0,0,0,0,0,Post
â€œsecond georgia county finds thousands more votes majority are forâ trumpâ€ ,f,196305,39939,11/18/2020,1:05,0,0,0,0,0,0,0,Post
happening all over usa no wonder california is never in play for republicans rigged election ,f,75139,26494,10/21/2020,12:21,0,0,0,0,0,0,0,Post
vote trump to save your second amendment virginia ,f,101258,21152,10/21/2020,12:15,0,0,0,0,0,0,0,Post
wsj editorial board joe biden must answer questions about hunter biden and china  via  joe biden is a totally corrupt politician and got caught at least now he wonâ€™t be able to raise your taxes  biggest increase in us history,f,63486,20849,10/21/2020,12:06,0,0,0,0,0,0,0,Post
biden sought â€˜grand bargainâ€™ to reduce deficit through cuts to social security  via  joe biden pushed hard to cut your social security if elected he will do it again i wonâ€™t never,f,47887,17852,10/21/2020,11:50,0,0,0,0,0,0,0,Post
thank you pennsylvania,f,119836,24179,10/21/2020,1:00,0,0,0,0,0,0,0,Post
will be interviewed on  at 800 am enjoy,f,115577,15796,10/20/2020,11:55,0,0,0,0,0,0,0,Post
thank you tucson arizona together we are going to make america great again ,f,187082,43170,10/19/2020,23:51,1,0,0,0,0,1,0,Post
heading for tucson see you in a little while winning arizona,f,161064,22863,10/19/2020,21:23,0,0,0,0,0,0,0,Post
thank you arizona together we are going to make america great again  ,f,102460,24007,10/19/2020,20:55,1,0,0,0,0,1,0,Post
just arriving in prescott what a crowd i love arizona ,f,213927,47281,10/19/2020,19:41,0,0,0,0,0,0,0,Post
wow michigan just refused to certify the election results having courage is a beautiful thing the usa stands proud,f,512020,82464,11/18/2020,2:11,0,0,0,0,0,0,0,Post
this is not at all frivolous it is brought on behalf of one of the most respected members of the united states congress who is disgusted like so many others by an election that is a fraudulent mess fake ballots dead people voting no republican poll watchers allowed  more ,f,119951,28675,11/22/2020,1:33,0,0,0,0,0,0,0,Post
a perfect strike for the american people ,f,154597,30542,10/19/2020,19:18,0,0,0,0,0,0,0,Post
washington wants nothing to do with him and thatâ€™s so bad for new york which has become a ghost town andrew spends too much time listening to his brother fredo forget the books and your apology tour the federal government would love to help new york regain its luster,f,64635,14680,10/19/2020,19:08,0,0,0,0,0,0,0,Post
governor cuomo has shown tremendously poor leadership skills in running ny bad time for him to be writing and promoting a book especially since he has done such a poor job with covid and crime so many unnecessary deaths the city  state have sunk to historic lows,f,121300,30699,10/19/2020,19:08,0,0,0,0,0,0,0,Post
multiple protrump demonstrations planned in cincinnati area  via ,f,61197,13734,10/21/2020,22:41,0,0,0,0,0,0,0,Post
pennsylvania trump voters show passion â€˜heâ€˜s a man that wants to do it all for americaâ€˜  via ,f,53977,12442,10/21/2020,22:33,0,0,0,0,0,0,0,Post
congressman darin lahood  is a fighter for illinois a strong supporter of our maga agenda he is helping us drain the sw deliver for our farmers and defend your second amendment darin has my complete and total endorsement il18 ,f,26204,6035,10/21/2020,20:49,0,0,0,0,0,0,0,Post
congressman ken buck  is a chion for the incredible people of colorado he is strong on law  order low taxes border security our military  vets and he will always defend your second amendment ken has my complete and total endorsement co04,f,44644,10054,10/21/2020,20:48,0,0,0,0,0,0,0,Post
senator  delivers for mississippi she helped us cut your taxes secure our border and defend the second amendment cindys opponent mike espy is a corrupt politician who will raise your taxes and open your borders vote for cindy mssen ,f,49641,12608,10/21/2020,20:48,0,0,0,0,0,0,0,Post
everyone should compare this terrible electoral intrusion with the recent interviews of sleepy joe biden,f,147470,28770,10/20/2020,22:09,0,0,0,0,0,0,0,Post
 polls are totally fake just like they were in 2016 i am leading in all of the states mentioned which you will soon see i thought fox was getting rid of its pollster sadly it never happened,f,144624,26910,10/22/2020,13:47,0,0,0,0,0,0,0,Post
to be around to vote for president trumpâ€ over 300 wins and 2 national chionships thank you to florida state for giving us bobby bowden,f,83878,12878,10/22/2020,12:28,0,0,0,0,0,0,0,Post
the great bobby bowden one of the best coaches ever in college football on his full recovery from covid19 â€œamerica is the greatest country this side of heaven iâ€™ve had a chance to get a lot of wins in my life but i really wanted to win this one because i wanted,f,122857,20284,10/22/2020,12:28,1,0,0,0,0,1,0,Post
virginia ,f,87807,15438,10/22/2020,11:02,0,0,0,0,0,0,0,Post
we have some big things happening in our various litigations on the election hoax everybody knows it was rigged they know biden didnâ€™t get more votes from the black community than obama  certainly didnâ€™t get 80000000 votes look what happened in detroit philadelphia plus,f,277880,61001,11/30/2020,0:34,0,0,0,0,0,0,0,Post
my great honor ,f,73192,14636,10/22/2020,0:37,1,0,0,0,0,1,0,Post
exclusive forgotten by obamabiden auto bailout delphi workers refuse to forget what was taken from them part one  via  biden was a disaster on this all talk and no action remember and vote,f,44214,13315,10/21/2020,22:41,0,0,0,0,0,0,0,Post
well there were hundreds of thousands of votes cast where republican poll watchers were not allowed to â€œwatchâ€ not even allowed in the counting rooms likewise with fake ballots cast and dead people voting ,f,104414,24538,11/22/2020,1:41,0,0,0,0,0,0,0,Post
lesley stahl of 60 minutes not wearing a mask in the white house after her interview with me much more to come ,f,173377,58336,10/20/2020,20:06,0,0,0,0,0,0,0,Post
trump predicts 35 growth in q3  â€˜weâ€˜re coming back strongerâ€˜  via  would be biggest ever,f,36980,7720,10/24/2020,16:20,0,0,0,0,0,0,0,Post
pence voters know biden and harris â€˜are going to pack the courtâ€˜  via  with the radical left canâ€™t let this happen vote,f,31816,6907,10/24/2020,16:18,0,0,0,0,0,0,0,Post
presidential promises kept justice barrett will fairly apply and honor the law for decades  via ,f,45603,9192,10/24/2020,16:16,0,0,0,0,0,0,0,Post
carney joe bidenâ€˜s energy plan would eviscerate wisconsin sand miners  via ,f,25398,6395,10/24/2020,16:12,0,0,0,0,0,0,0,Post
an apprentice chion check out his very interesting new book ,f,32954,5737,10/24/2020,16:39,0,0,0,0,0,0,0,Post
quick stop in north carolina with a wonderful indian tribe and guests then off to two big rallies in ohio and wisconsin see you later,f,111230,16612,10/24/2020,16:31,0,0,0,0,0,0,0,Post
trump biden works for big tech big media â€” they keep scandals quiet  via ,f,35027,8553,10/24/2020,16:14,1,0,0,1,0,0,0,Post
it attempted to alter our election and got caught ,f,248438,57492,11/12/2020,4:17,0,0,0,0,0,0,0,Post
 never asked us for a comment about their ridiculous one sided story on election security which is an international joke our 2020 election from poorly rated dominion to a country flooded with unaccounted for mailin ballots was probably our least secure ever,f,189842,42808,11/30/2020,1:05,0,0,0,0,0,0,0,Post
thank you martinsburg pennsylvania maga  ,f,45005,8105,10/26/2020,22:22,0,0,0,0,0,0,0,Post
get well soon ,f,184889,24297,11/30/2020,1:14,0,0,0,0,0,0,0,Post
sorry liz canâ€™t accept the results of an election with hundreds of thousands of fraudulent votes cast enough to easily flip the election youâ€™re just unhappy that iâ€™m bringing the troops back home where they belong ,f,169148,38019,11/22/2020,1:49,0,0,0,0,0,0,0,Post
joe biden called me george yesterday couldnâ€™t remember my name got some help from the anchor to get him through the interview the fake news cartel is working overtime to cover it up,f,268572,54125,10/26/2020,11:30,1,0,1,0,0,0,0,Post
great news is fake news  watching this ,f,125069,25543,11/30/2020,1:25,1,0,1,0,0,1,0,Post
we have made tremendous progress with the china virus but the fake news refuses to talk about it this close to the election covid covid covid is being used by them in total coordination in order to change our great early election numbersshould be an election law violation,f,104989,20439,10/26/2020,11:36,1,0,1,0,0,1,0,Post
â€œdemocrats suffered crushing downballot loss across americaâ€  this is true all statehouses won and in washington we did great so i led this great charge and iâ€™m the only one that lost no it doesnâ€™t work that way this was a massive fraud a rigged election,f,268984,60703,11/30/2020,2:55,1,0,0,0,1,1,0,Post
three big rallies today heading to pennsylvania i have plenty to say about the dishonesty of the media and sleepy joe a terrible coverup is happening in our country,f,117205,23228,10/26/2020,11:39,1,0,0,1,0,0,0,Post
will appeal,t,37915,6248,11/22/2020,4:04,0,0,0,0,0,0,0,Post
thanks mark itâ€™s all a continuation of the never ending witch hunt judge brann who would not even allow us to present our case or evidence is an appointment of senator pat â€œno tariffsâ€ toomey of pennsylvania no friend of mine  obama  no wonder 900000 fraudulent votes ,t,39385,9458,11/22/2020,4:04,0,0,0,0,0,0,0,Post
make america great again,f,338529,46107,10/26/2020,11:41,1,0,0,0,0,1,0,Post
we are winning big on the voting numbers get out and vote bigger than 2016,f,181398,28300,10/26/2020,11:41,0,0,0,0,0,0,0,Post
they never thought a vaccine could be done so soon but donâ€™t worry they will try to give the credit to biden ,f,99960,17143,11/22/2020,4:15,0,0,0,0,0,0,0,Post
based on decisions being rendered now this list is more important than ever before second amendment right to life religous liberty etc â€“ vote 2020,f,71112,16782,6/18/2020,17:24,0,0,0,0,0,0,0,Post
pennsylvania can lead the way just like it did many years ago very important things happening ,f,164041,40178,11/30/2020,3:00,0,0,0,0,0,0,0,Post
big problems and discrepancies with mail in ballots all over the usa must have final total on november 3rd,f,0,0,10/26/2020,23:43,0,0,0,0,0,0,0,Post
cases up because we test test test a fake news media conspiracy many young people who heal very fast 999 corrupt media conspiracy at all time high on november 4th topic will totally change vote,f,167843,32973,10/26/2020,12:46,1,0,1,1,0,0,0,Post
true ,f,81262,14745,11/22/2020,4:23,0,0,0,0,0,0,0,Post
 ,f,74597,15949,10/27/2020,0:00,0,0,0,0,0,0,0,Post
the fake news media is riding covid covid covid all the way to the election losers,f,317410,49652,10/26/2020,12:58,1,0,1,1,0,0,0,Post
no way we lost this election ,f,303842,61699,11/30/2020,3:05,0,0,0,0,0,0,0,Post
â€œdominionizing the voteâ€part two via   ,f,73209,21095,11/22/2020,4:31,0,0,0,0,0,0,0,Post
â€œdominionizing the voteâ€part one via   ,f,136743,41797,11/22/2020,4:30,0,0,0,0,0,0,0,Post
 ,f,78343,18709,10/26/2020,13:06,0,0,0,0,0,0,0,Post
iâ€™m not fighting for me iâ€™m fighting for the 74000000 million people not including the many trump ballots that were â€œtossedâ€ a record for a sitting president who voted for me,f,496088,84459,11/30/2020,13:41,0,0,0,0,0,0,0,Post
â€œdominionizing the voteâ€part three via   ,f,70478,20578,11/22/2020,4:32,0,0,0,0,0,0,0,Post
thank you maga ,f,131171,25113,10/26/2020,14:36,0,0,0,0,0,0,0,Post
also quickly check the number of envelopes versus the number of ballots you may just find that there are many more ballots than there are envelopes so simple and so easy to do georgia republicans are angry all republicans are angry get it done,f,122980,27436,11/30/2020,13:59,0,0,0,0,0,0,0,Post
why wonâ€™t governor  the hapless governor of georgia use his emergency powers which can be easily done to overrule his obstinate secretary of state and do a match of signatures on envelopes it will be a â€œgoldmineâ€ of fraud and we will easily win the state,f,194596,46674,11/30/2020,13:59,0,0,0,0,0,0,0,Post
will appeal,f,136478,19184,11/22/2020,4:55,0,0,0,0,0,0,0,Post
thanks mark itâ€™s all a continuation of the never ending witch hunt judge brann who would not even allow us to present our case or evidence is a product of senator pat â€œno tariffsâ€ toomey of pennsylvania no friend of mine  obama  no wonder 900000 fraudulent votes ,f,144982,30473,11/22/2020,4:54,0,0,0,0,0,0,0,Post
thank you allentown pennsylvania together we are going to make america great again   ,f,47779,9223,10/26/2020,16:53,1,0,0,0,0,1,0,Post
it took long enough what is taking north carolina so long are they looking for more ballots to fix that one also now with a recount we will win georgia also pennsylvania  michigan wouldnâ€™t let our poll watchers  observers into counting rooms illegal ,f,170948,37345,11/12/2020,13:13,0,0,0,0,0,0,0,Post
the great state of michigan with votes being far greater than the number of people who voted cannot certify the election the democrats cheated big time and got caught a republican win,f,314550,64121,11/18/2020,16:04,1,0,0,0,1,1,0,Post
in detroit there are far more votes than people nothing can be done to cure that giant scam i win michigan,f,360087,69145,11/18/2020,15:41,0,0,0,0,0,0,0,Post
played this video at todayâ€™s rally in allentown pennsylvaniaâ€”a must watch ,f,101185,38247,10/26/2020,17:00,0,0,0,0,0,0,0,Post
thank you  so niceâ ,f,149134,29532,11/18/2020,19:54,0,0,0,0,0,0,0,Post
look at this in wisconsin a day after the election biden receives a dump of 143379 votes at 342am when they learned he was losing badly this is unbelievable ,f,369662,118380,11/19/2020,1:22,0,0,0,0,0,0,0,Post
dominionizing the vote ,f,187491,48992,11/19/2020,5:41,0,0,0,0,0,0,0,Post
moderna now applying for emergency vaccine approval  must act quickly  â€œoperation warp speed has been a great modern day miracleâ€,f,164659,25780,11/30/2020,14:46,1,0,0,0,0,1,0,Post
and with these numbers by far the highest for a sitting president there was no way the dems could have won except through what we are learning now  a rigged election ,f,145524,34172,11/19/2020,12:30,0,0,0,0,0,0,0,Post
big jim is the greatest ,f,199639,33830,11/12/2020,13:15,1,0,0,0,0,1,0,Post
no matter what you give to the radical left do nothing democrats it will never be enough,f,98994,18616,1/23/2020,12:54,1,0,0,0,1,0,0,Post
trump legal team in arizona and on  now big â€œstuffâ€ enjoy,f,224550,35740,11/30/2020,17:12,0,0,0,0,0,0,0,Post
thousands of uncounted votes discovered in georgia counties when the much more important signature match takes place the state will flip republican and very quickly get it done ,f,249371,50603,11/19/2020,13:46,0,0,0,0,0,0,0,Post
great job on  today giancarlo ,f,83697,17261,11/19/2020,12:31,1,0,0,0,0,1,0,Post
it was my great honor to help a tremendous achievement ,f,120929,22737,11/19/2020,12:19,1,0,0,0,0,1,0,Post
thank you lititz pennsylvania make america great again ,f,50649,9495,10/26/2020,19:32,1,0,0,0,0,1,0,Post
from 200000 votes to less than 10000 votes if we can audit the total votes cast we will easily win arizona also ,f,205599,45070,11/12/2020,13:20,0,0,0,0,0,0,0,Post
  wow total election corruption in arizona hearing on now why isnâ€™t  covering the arizona hearings,f,250145,54745,11/30/2020,17:34,0,0,0,0,0,0,0,Post
and neither am i ,f,191090,31358,11/22/2020,12:11,0,0,0,0,0,0,0,Post
â€œok iâ€™ve seen enough whatâ€™s going to happen to these guys mccabe comey  the gang of treasonous thugs    they and many others got caught do something,f,318712,70131,11/12/2020,13:50,0,0,0,0,0,0,0,Post
now 73000000 votes ,f,236451,48391,11/12/2020,14:26,0,0,0,0,0,0,0,Post
thank you scott and stay tuned you are terrific ,f,231301,37831,11/12/2020,15:12,0,0,0,0,0,0,0,Post
why is he rushing to put a democrat in office especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now  what is going on with  republicans will long remember ,f,93921,25675,11/30/2020,23:39,1,0,0,0,1,0,0,Post
rigged election thanks ryan ,f,170016,35748,11/12/2020,15:16,0,0,0,0,0,0,0,Post
true ,f,136961,27590,11/30/2020,23:40,0,0,0,0,0,0,0,Post
itâ€™s all about the signatures on the envelopes why are the democrats fighting so hard to hide them we will find massive numbers of fraudulent ballots the signatures wonâ€™t match fight hard republicans donâ€™t let them destroy the evidence ,f,155833,38419,11/22/2020,12:24,1,0,0,0,1,0,0,Post
thank you ,f,128431,26105,11/22/2020,12:25,0,0,0,0,0,0,0,Post
so beautiful ,f,201272,30176,11/12/2020,15:17,0,0,0,0,0,0,0,Post
so true ,f,140120,30897,11/22/2020,12:27,0,0,0,0,0,0,0,Post
and there are many such articles rigged election ,f,91750,22108,11/30/2020,23:46,0,0,0,0,0,0,0,Post
he didnâ€™t stick around for the primaries either he left way early ,f,66741,13236,10/25/2020,19:18,0,0,0,0,0,0,0,Post
arizona hearings on live right now on  such total corruption so sad for our country,f,225635,39427,11/30/2020,23:49,0,0,0,0,0,0,0,Post
new york california illinois people are fleeing taxes and crime are going through the roof vote trump i will turn it around and fast,f,157086,28481,10/26/2020,11:46,0,0,0,0,0,0,0,Post
100 correct ,f,237039,54048,11/12/2020,15:25,0,0,0,0,0,0,0,Post
just arrived at virtual g20 was here yesterday also early but some of the fake news media failed to report it accurately  as usual my speech is available they said i didnâ€™t make a speech,f,328214,66354,11/22/2020,13:13,1,0,1,1,0,0,0,Post
other than politics how do you lose a case where large numbers of voters far more than you need to flip pennsylvania are disenfranchised vote observers thrown out of counting rooms people going to vote finding out they have already voted through a fake ballot  go home,f,271250,55418,11/22/2020,16:56,0,0,0,0,0,0,0,Post
donald trump calls in to arizona voter fraud hearing weâ€˜re fighting back  via  a very inspiring hearing such great support from both witnesses to election fraud and political leaders,f,118000,23951,12/1/2020,3:13,1,0,0,0,0,1,0,Post
