text,isDeleted,favorites,retweets,day,time,contains_word,wall,fake_news,media,democrat,great,proud_boys,election_period
strongly trending google since immediately after the second debate is can i change my vote this refers changing it to me the answer in most states is yes go do it most important election of your life,f,211936,52472,10/27/2020,10:53,1,0,0,1,0,0,0,Post
report maryland gov larry hogan antitrump hero paid for flawed coronavirus tests from south korea  via  this rino will never make the grade hogan is just as bad as the flawed tests he paid big money for,f,137740,38156,11/22/2020,16:59,0,0,0,0,0,0,0,Post
 note to    ,f,113744,29654,11/22/2020,19:54,0,0,0,0,0,0,0,Post
thank you a lot of senators and house members are very happy that i came along think iâ€™ll stick around for awhile ,f,197844,35832,12/1/2020,3:32,0,0,0,0,0,0,0,Post
bidenâ€™s handlerâ€™s want to expand the court this would be very bad for the usa on top of that they donâ€™t want to provide a list of who would be chosen for the court must have a list of these radical left judges,f,82748,15892,10/27/2020,11:07,0,0,0,0,0,0,0,Post
not statistically possible rigged election ,f,112396,24229,12/1/2020,3:33,0,0,0,0,0,0,0,Post
only in america ,f,115693,23491,12/1/2020,3:37,0,0,0,0,0,0,0,Post
in certain swing states there were more votes than people who voted and in big numbers does that not really matter stopping poll watchers voting for unsuspecting people fake ballots and so much more such egregious conduct we will win,f,380670,72946,11/23/2020,4:37,0,0,0,0,0,0,0,Post
i agree ,f,68634,7836,10/27/2020,11:08,0,0,0,0,0,0,0,Post
data trumpâ€˜s antiglobalism propolice message wins over hispanics  via  great but we also won the election,f,173989,35731,11/23/2020,4:57,1,0,0,0,0,1,0,Post
fight and i believe we will prevail nevertheless in the best interest of our country i am recommending that emily and her team do what needs to be done with regard to initial protocols and have told my team to do the same,f,239911,35172,11/23/2020,23:16,0,0,0,0,0,0,0,Post
i want to thank emily murphy at gsa for her steadfast dedication and loyalty to our country she has been harassed threatened and abused â€“ and i do not want to see this happen to her her family or employees of gsa our case strongly continues we will keep up the good,f,307408,53705,11/23/2020,23:16,0,0,0,0,0,0,0,Post
drudge is down 61 since he went liberal andor crazy  heading to oblivion ,f,44580,8126,10/27/2020,11:16,0,0,0,0,0,0,0,Post
what does gsa being allowed to preliminarily work with the dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in american political history we are moving full speed ahead will never concede to fake ballots  â€œdominionâ€,f,344794,75668,11/24/2020,4:07,0,0,0,0,0,0,0,Post
 daytime ratings have completely collapsed weekend daytime even worse very sad to watch this happen but they forgot what made them successful what got them there they forgot the golden goose the biggest difference between the 2016 election and 2020 was ,f,347858,66874,11/12/2020,16:10,0,0,0,0,0,0,0,Post
poll 79 percent of trump voters believe â€˜election was stolenâ€˜  via  they are 100 correct but we are fighting hard our big lawsuit which spells out in great detail all of the ballot fraud and more will soon be filled rigged election,f,184222,44923,11/24/2020,12:33,1,0,0,0,0,1,0,Post
â€œreport dominion deleted 27 million trump votes nationwide data analysis finds 221000 pennsylvania votes switched from president trump to biden 941000 trump votes deleted states using dominion voting systems switched 435000 votes from trump to bidenâ€  ,f,619698,185745,11/12/2020,16:34,0,0,0,0,0,0,0,Post
philadelpiha must have pollwatchers,f,149319,23643,10/27/2020,11:27,0,0,0,0,0,0,0,Post
a judge in nevada has ordered clark county officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 100 pm tomorrow   ,f,244040,53160,12/1/2020,5:03,0,0,0,0,0,0,0,Post
all the fake news media wants to talk about is covid covid covid on november 4th you wonâ€™t be hearing so much about it anymore we are rounding the turn,f,156992,26437,10/27/2020,11:31,1,0,1,1,0,0,0,Post
must see  takedown of the horrible inaccurate and anything but secure dominion voting system which is used in states where tens of thousands of votes were stolen from us and given to biden likewise the great  has a confirming and powerful piece,f,319244,65693,11/13/2020,3:46,1,0,0,0,0,1,0,Post
no ,f,167971,31162,11/24/2020,12:50,0,0,0,0,0,0,0,Post
disgraceful ,f,103975,34519,12/1/2020,13:48,0,0,0,0,0,0,0,Post
these states in question should immediately be put in the trump win column biden did not win he lost by a lot  ,f,190167,49317,11/13/2020,4:17,1,0,0,1,0,0,0,Post
thank you randy working hard to clean up the stench of the 2020 election hoax ,f,154989,32834,11/24/2020,12:52,0,0,0,0,0,0,0,Post
fitton 2020 election update  via ,f,92910,23487,11/13/2020,15:54,0,0,0,0,0,0,0,Post
are you listening republicans ,f,205448,46530,11/24/2020,12:53,0,0,0,0,0,0,0,Post
fake election results in nevada also ,f,96670,26456,12/1/2020,13:53,0,0,0,0,0,0,0,Post
alito â€˜religious liberty is in danger of becoming a secondclass rightâ€˜  via ,f,117117,31292,11/13/2020,15:55,0,0,0,0,0,0,0,Post
impossible result ,f,114512,30911,12/1/2020,13:56,0,0,0,0,0,0,0,Post
for years the dems have been preaching how unsafe and rigged our elections have been now they are saying what a wonderful job the trump administration did in making 2020 the most secure election ever actually this is true except for what the democrats did rigged election,f,352073,68366,11/13/2020,15:59,1,0,0,0,1,0,0,Post
â€œin wisconsin somebody has to be indefinitely confined in order to vote absentee in the past there were 20000 people this past election there were 120000and republicans were locked out of the vote counting processâ€  ,f,195898,50083,11/24/2020,13:17,0,0,0,0,0,0,0,Post
we won michigan by a lot ,f,174254,38780,12/1/2020,13:59,0,0,0,0,0,0,0,Post
heartwarming to see all of the tremendous support out there especially the organic rallies that are springing up all over the country including a big one on saturday in dc i may even try to stop by and say hello this election was rigged from dominion all the way up  down,f,406299,81084,11/13/2020,18:35,0,0,0,0,0,0,0,Post
that says it all about mattis obama fired him i should have fired him sooner did best work after he was gone worldâ€™s most overrated general ,f,141010,29953,11/24/2020,13:29,0,0,0,0,0,0,0,Post
do something  you allowed your state to be scammed we must check signatures and count signed envelopes against ballots then call off election it wonâ€™t be needed we will all win ,f,105408,28771,12/1/2020,14:03,0,0,0,0,0,0,0,Post
now it is learned that the horrendous dominion voting system was used in arizona and big in nevada no wonder the result was a very close loss,f,316460,65097,11/13/2020,20:38,0,0,0,0,0,0,0,Post
â€œthe president was right when he said get the kids back in schoolâ€”now dr fauci says you know what im looking at the dataâ€”the kids should be in school  ,f,93044,22577,12/1/2020,14:19,0,0,0,0,0,0,0,Post
will be having a press conference from the rose garden in 15 minutes,f,280934,31080,11/13/2020,21:07,0,0,0,0,0,0,0,Post
remember the gsa has been terrific and emily murphy has done a great job but the gsa does not determine who the next president of the united states will be,f,314789,57498,11/24/2020,14:45,1,0,0,0,0,1,0,Post
 ,f,29652,7550,10/27/2020,11:45,0,0,0,0,0,0,0,Post
on behalf of the entire trump family i want to wish every american a healthy and happy thanksgiving today we gathered in the rose garden to continue a beloved annual tradition the official presidential pardon of a very fortunate thanksgiving turkey ,f,238586,38238,11/24/2020,20:07,0,0,0,0,0,0,0,Post
america first,f,549178,74942,11/24/2020,21:46,0,0,0,0,0,0,0,Post
the real polls are now saying that i am winning biggest and most exciting rallies ever rasmussen 53 national ,f,68800,13944,10/27/2020,11:51,0,0,0,0,0,0,0,Post
â€œvictor joecks clark county election officials accepted my signature â€” on 8 ballot envelopesâ€ ,f,116886,35545,11/13/2020,23:19,0,0,0,0,0,0,0,Post
coldcasejoe ,f,33394,9282,5/12/2020,10:18,0,0,0,0,0,0,0,Post
this could also be very helpful to  and  why is he afraid of stacey abrams we donâ€™t need the ballots â€” we only need the signed envelopes,f,121567,24246,11/25/2020,0:26,0,0,0,0,0,0,0,Post
7 days,f,235906,27128,10/27/2020,11:53,0,0,0,0,0,0,0,Post
hope everybody is watching  right now other media afraid to show people are coming forward like never before large truck carrying hundreds of thousands of fraudulent fake ballots to a voting center terrible  save america,f,207415,51028,12/1/2020,19:31,1,0,0,1,0,0,0,Post
why isnâ€™t the  brad raffenspergerâ a socalled republican allowing us to look at signatures on envelopes for verification we will find tens of thousands of fraudulent and illegal votes,f,179682,43561,11/25/2020,0:26,0,0,0,0,0,0,0,Post
make america great again,f,279159,36962,10/27/2020,11:54,1,0,0,0,0,1,0,Post
big victory for patients â€“ federal court upholds hospital price transparency patients deserve to know the price of care before they enter the hospital because of my action they will this may very well be bigger than healthcare itself congratulations america,f,225963,51328,6/24/2020,1:21,0,0,0,0,0,0,0,Post
great job  thanks,f,169482,20228,11/25/2020,0:55,1,0,0,0,0,1,0,Post
michigan voter fraud hearing going on now,f,282968,37772,12/1/2020,19:34,0,0,0,0,0,0,0,Post
700000 ballots were not allowed to be viewed in philadelphia and pittsburgh which means based on our great constitution we win the state of pennsylvania,f,416181,82395,11/14/2020,0:28,1,0,0,0,0,1,0,Post
live now press conference by amistad project â€œelection whistleblowers come forwardâ€,f,111035,26807,12/1/2020,19:40,0,0,0,0,0,0,0,Post
should president trump concede to biden poll results no 190593  989 yes 2181  11 total votes 192774   for the good of our country we must prevail,f,344113,62587,11/25/2020,1:08,0,0,0,0,0,0,0,Post
thank you harry ,f,90958,23110,9/19/2020,14:10,0,0,0,0,0,0,0,Post
rushing him out of basement after seeing some very disturbing numbers donâ€™t worry heâ€™ll go back to basement soon ,f,84001,21576,8/30/2020,22:16,0,0,0,0,0,0,0,Post
sleepy eyes fails again ,f,32495,8106,5/12/2020,10:31,0,0,0,0,0,0,0,Post
happy easter,f,508161,56948,4/12/2020,14:21,0,0,0,0,0,0,0,Post
 ,f,124586,19672,11/25/2020,3:34,0,0,0,0,0,0,0,Post
let new yorkâ€™s finest finally do their job ,f,35798,6296,10/27/2020,12:36,0,0,0,0,0,0,0,Post
rose is a disaster for new york not listened to or respected in washington a puppet for pelosi ,f,30302,6376,10/27/2020,12:40,0,0,0,0,0,0,0,Post
jesse morganâ€”a truck driver subcontractor with usps in pennsylvania,f,148739,46972,12/1/2020,20:49,0,0,0,0,0,0,0,Post
much more â€œdisinformationâ€ coming out of cnn msdnc  and  by far than coming out of any foreign country even combined fake news is the enemy of the people,f,141306,36805,5/30/2020,18:33,1,0,1,0,0,0,0,Post
watch the ballots,f,160464,33517,9/27/2020,14:00,0,0,0,0,0,0,0,Post
claudia tenney is great loves new york  usa she has my full  complete endorsement vote ,f,33511,6641,10/27/2020,12:43,1,0,0,0,0,1,0,Post
new record for nasdaq,f,139767,23504,8/17/2020,20:50,0,0,0,0,0,0,0,Post
so great for the world ,f,50580,11135,9/20/2020,12:49,1,0,0,0,0,1,0,Post
georgia secretary of state a socalled republican rino wonâ€™t let the people checking the ballots see the signatures for fraud why without this the whole process is very unfair and close to meaningless everyone knows that we won the state where is ,f,245831,62861,11/14/2020,0:50,0,0,0,0,0,0,0,Post
great story thank you to mr young of jonesboro arkansas ,f,47132,10999,3/21/2020,13:21,1,0,0,0,0,1,0,Post
thank you to the most incredible people on earth i stand with you 100 get that great officer back to work ,f,54163,11170,10/27/2020,12:51,1,0,0,0,0,1,0,Post
â€œthe worst thing you can do is bet against donald trump considering what has been done against him they flooded the zone with mailin ballots we need every vote counted and ferociouslyâ€  ,f,250108,50353,11/14/2020,2:23,0,0,0,0,0,0,0,Post
wow this is exactly what happened to us great courage by judge ,f,164771,39429,11/14/2020,2:29,1,0,0,0,0,1,0,Post
to beautiful staten island and brooklyn nicole has my complete and total endorsement vote ,f,38365,7659,10/27/2020,12:59,0,0,0,0,0,0,0,Post
new york vote for trump what the hell do you have to lose ,f,77836,14777,10/27/2020,13:03,0,0,0,0,0,0,0,Post
great book ,f,53452,12347,9/28/2020,4:29,1,0,0,0,0,1,0,Post
a giant scam and the dems know it ,f,48763,13859,9/20/2020,13:14,0,0,0,0,0,0,0,Post
crazy bernie sanders is not a fighter he gives up too easy the dem establishment gets alfred e newman mayor pete   to quit  endorse sleepy joe before super tuesday  gets pocahontas to stay in the race taking thousands of votes from bernie he would have,f,68414,15825,5/20/2020,15:10,0,0,0,0,0,0,0,Post
when are the thugs looters and anarchists moving out of the socalled â€œautonomous zoneâ€ in seattle get going,f,131803,27593,6/25/2020,17:04,0,0,0,0,0,0,0,Post
vote ,f,53264,13652,9/20/2020,13:41,0,0,0,0,0,0,0,Post
 â€” good luck on your new show tonight on  at 700 pm eastern i know it will be a big hit ,f,73977,14134,12/1/2020,23:55,0,0,0,0,0,0,0,Post
vote ,f,51624,12326,9/20/2020,13:41,0,0,0,0,0,0,0,Post
three big rallies today lansing michigan west salem wisconsin omaha nebraska we are winning all over the place see you later,f,130901,21303,10/27/2020,13:13,0,0,0,0,0,0,0,Post
